Group7_SweetDreams_Music,d545d545d545d545d545d545d545d5c5d5c5f585f585e185e185c385c385c3a5,8f958f9d8f978fb78eb78f871f0d490864e870fa70f270f87068707871487148,c124e53ff13ff12cf13de9bfc124e51decbf9924315138ba0ec247450ec20ec2
Group7_SweetDreams_Vocals,8eaf8ebbd513471c670c24e624e76ce478ea58f859591919399178eb786b7061,8f0fc347ad8e357138b97cf17cf2347148dac70cc34cc30dcb8e4306cea670f2,c656e61ef457f063e84fec4ee31bc616979cfce670e334e3071083108f1c0b39
Let Her Go (Instrumental),d556d556d556d5d6d595d585df85dd85dd859dc5adc5a544a544a56480648264,a2e9a2a882e9a26c82c112687ffa7a58062e4d161d565d565d177d1759177d3f,ece4fc84adcfd13d042b36bf823e523d6dc1fc44e8c4ac86cac0c179123b03fb
Let Her Go (Original),d115d015d015dc44fcc4f8c0fb83fb83eb82e786e645a46da46da5658d66ad66,fff4881b987f813fd13bd33b533b5191511b7910595179807983799179817b81,aff856b4a51d4eb5242f1cd5262b4eb5f55dd2b8fbd05410d8d0a96b50232947
Let Her Go (Vocals),923992399229ba4c3acc38d27ad26bc26bc26be6666f646f246d2d632d626d66,ad568d5fbd7e8d7fb57e8576043f562f52a952a952897289728872817a806b80,8ffc533d9225adeaaf3544442623addcd115523a8ccafb1550ca246a7bd5acc5
Save-your-tears(instruments),ca8bda8bfa8afa8ac88bc88bd98bb98bb98aa98aa98aa98ab98ab99ab998b990,b95ab74abf52b75ab15a352e372b01d948ec7ea54aa548a568a568a548a56ea5,e94fe5ab77a9b7cc76efa647e4efe5ec3719519b885068b30810165c16882a44
Save-your-tears(lyrcis),97169716911c00d808da6aca6aea6aa36aa56f25b725b76db76d136c13fe10da,dd4083f5dd9293f5cd24d637cfac7e032e3e3e132c9e3e0a385a3a0308ca2b8b,9479962d375553e2e9c7fcafe42777621bdc93d89639a62d160009d069986c27
Save-your-tears(original),8e188e188e388e3a8f3a8b7a8b7a8f5a8f5a8f3a8f0a8f1a8f1b871b851b8d1d,f808f820f861f021e95b29df21430fff05ff07ff07bc07b407bc079c078617c6,c912e13af120f139d52ae332cdb2f139d121e1b8aad6b6d22ad50d8d56ad1ec7
Shake It Out (instruments) (2),806b806b806b806b806b816b816b816b816f80ef82cf82ef83ef83ff937fd37f,dfecffecfffcfffcfffcfdfe3ffd5dde0047080300030003000300030003401f,cb64a3342c9c2f9cd365c3442f9d0d9ce222da6627b72c9c2cbad363d06325db
Shake It Out (lyrics) (2),aa5caa0c6fab6d23657310f294e21dc6db5deb593211322364ae448ec59e957e,dbdd2803ff69810eea41d1df2804d67b0886167d1eb416fd56bc14bc16fc143e,e1b03e24151fc17c7a40be0e62e081ff360ff8e1e1bc1e27853fe1f81e43271e
Shake It Out (original) (2),826c822f832b812b817b806b90eb99ef894d835da25bb2fbc0afc08fc1fed17e,db69c982fff8efb6ffd1d9febba232fa0087007d0c27060d642d009f244d1027,fa903221042ed17ffa80ea062bf5057f7602ffc1a31f046d057fff925ec0017e
Something Just Like That(Instruments),a497a497a497a497a497a495a497a497a497a497a497a497a497a497a497b497,a492c104c10ecc34ce64cc421ef51dff1dfb3ff13ffb33db324b624b620a6209,89125b23ac343fca628d35ca62ed3dca9db65a3399f2c3259d723c38660da4dc
Something Just Like That(Lyrics),bebbbebbbdb1fd75fd557d577b5661566566652e452a02aa12a9128912011200,e9b4dd24ed27c533163b3630363836bd36d922cf2adf22cf0ace29c4494699c6,8ee86df772bfd2844d04920b4d328ecc32dc73b2b2facd6eb2fb72914d04860c
Somthing Just Like That(Original),a6bba6b3a4b5a495a495a4d7b4d7a4d6a496a496a4baa6baa68aa699a691b690,e492e535cd25ceb1cebbdcb01cb11cbb1e383bcd33fb33ca334e634461466104,ac61552332b556800c5c16aa2d7b8edc9adc7371f2e0cd46f3a332b14d9eac8f
Team9_Please_Please_Please_full,93338f31ace8aee88cd88859885d809f80bf80bf96fd96dc96dc969c9684d785,ff59cc3f8d2196a480b7c0b7121f003f10b410f907f837e834e077f871f867f8,88a821dbd6b813af76548ee77a162ff9d1a851d88df9e17281ab568953068e27
Team9_Please_Please_Please_music,80f884f884d884dc8cdc8e5c8e5c8edc86dc86dc86fd86f996e196e196e596e5,ff4bff4bff43eb8bff83fa942e470779158400ed00fd007d003c10fc10fc007c,83c281e694bb3eb87c06ee5e6b06637978b961a9c379e10283b91ed93c869e56
Team9_Please_Please_Please_vocal,d703df23aee02ee828e829fb49bb41bf41bf40bf109f369c961c961c9714d780,89a6e8a2c927d624c877d527561e5167161837d92fc827d82fc82fd827d927d8,8c0628fbf61001af7e488cefeb1674f9d50c5b5ecce0a36281b75c9d331fa621
wen_elkhael [music],aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaeaaaaaaaaaaaaaaa8aaaaaaaaaaaa,aaabaaafedb5f2e4ebb1e90fe9f173731518165e0552141f1652165a17501554,c1b1d5f1c3f1f5f1c5f1cbf1f5f1c9a853f1c088b15112ed0a0e2d0e0a8e3a56
wen_elkhael [vocals],965bac5be9a969a0596407440654069c369fb69baacbeaeaf9a2d920dd64cd65,e24be92fa25be92da29be94dbeb2424b177417b017f017f015b416f016f017f0,b8b9a039b435f455e274e274a2f4f655f535959999aba9ab0d0a564643566a46
wen_elkhael[music+vocals],aa4baaabaaa96aa82aac0a662a2eaaaeaaafaaabaaaaaaaaeaaae9a0e924e92d,aaabe9afead3e925a29bac0fbff04b53155717b01370171d15f4165017501754,f2f01e1fe9211e1ff2e00c9ee1e012dff2616926f2e692d20d0ee9211e1fd2f1
Ya Lala(instruments),b233b233b233b233b333b333b333b333b333e513e413f413b053d053d053d053,cc0cecace484ccc4dcc49151b3f173db5e56720219ce014e197319732ffb33bb,cecc48cc235da3bbae62ce46a1f8a3fd7e1f8e008daa0b5d119df4225605719e
Ya Lala(lyrics),dd4bdd4b9cdb94fb74b974b562946a846b642b760b72837a833a830b2589648d,89f98dfdc5fda5bc897aa96b4e8f4b082b030b4a6ec35ec67622322276a47684,f29ba7d2a7b2f8cf4ae66aa658edf8aea7b287dbf41b87d29410580d01644824
Ya Lala(original),b90bb13bb43bb433f4b3f2b7f236e236eb36ab728b728372833b830be0016401,ec33e46dc4a58d098d60a9042b8c63cc23033b3b16d71ed71d73377333b732b5,e783a7dba7cbf28142ef6be640e5c387bf7a879bb490875b9c1058a448665824
